,fake,company_id,industry_id,domain_id,country_id,bias_id,factual_id
193,11,39,6,99,0,0,0
194,1,27,7,99,0,0,0
195,1,7,2,104,0,0,0
196,5,65,2,104,0,0,0
197,3,39,6,104,0,0,0
198,1,75,6,104,0,0,0
199,1,54,2,124,0,0,0
200,1,59,2,124,0,0,0
201,1,15,4,124,0,0,0
202,15,39,6,124,0,0,0
203,1,27,7,124,0,0,0
204,1,19,3,30,0,0,0
205,2,4,4,30,0,0,0
206,1,88,4,30,0,0,0
207,2,4,4,63,0,0,0
208,1,72,8,63,0,0,0
209,1,88,4,160,0,0,0
210,1,39,6,160,0,0,0
211,2,61,7,160,0,0,0
212,1,39,6,155,0,0,0
213,3,39,6,174,0,0,0
214,1,39,6,178,0,0,0
215,1,16,0,93,1,0,0
216,1,7,2,93,1,0,0
217,1,54,2,93,1,0,0
218,1,70,2,93,1,0,0
219,31,30,3,93,1,0,0
220,1,50,4,93,1,0,0
221,5,39,6,93,1,0,0
222,2,52,7,93,1,0,0
223,1,58,7,93,1,0,0
224,1,16,0,42,1,0,0
225,1,30,3,42,1,0,0
226,2,4,4,42,1,0,0
227,1,39,6,42,1,0,0
228,1,16,0,129,1,0,0
229,1,19,3,129,1,0,0
230,4,39,6,129,1,0,0
231,1,1,1,10,1,0,0
232,8,54,2,10,1,0,0
233,8,39,6,10,1,0,0
234,5,86,1,176,1,0,0
235,1,54,2,176,1,0,0
236,1,39,6,176,1,0,0
237,1,7,2,91,1,0,0
238,1,88,4,91,1,0,0
239,2,39,6,91,1,0,0
240,1,70,2,215,1,0,0
241,2,39,6,215,1,0,0
242,1,39,6,166,1,0,0
243,7,39,6,167,1,0,0
244,18,39,6,169,1,0,0
245,1,75,6,169,1,0,0
246,2,39,6,186,1,0,0
247,14,39,6,228,1,0,0
248,1,75,6,263,1,0,0
249,1,13,0,44,2,0,0
250,1,7,2,44,2,0,0
251,6,70,2,44,2,0,0
252,11,4,4,44,2,0,0
253,2,67,4,44,2,0,0
254,3,39,6,44,2,0,0
255,1,58,7,44,2,0,0
256,2,85,7,44,2,0,0
257,1,16,0,127,2,0,0
258,2,30,3,127,2,0,0
259,1,88,4,127,2,0,0
260,1,39,6,127,2,0,0
261,2,16,0,136,2,0,0
262,6,39,6,136,2,0,0
263,6,39,6,164,2,0,0
264,3,39,6,181,2,0,0
265,1,16,0,36,5,0,0
266,1,36,0,36,5,0,0
267,1,56,0,36,5,0,0
268,1,5,1,36,5,0,0
269,1,86,1,36,5,0,0
270,4,7,2,36,5,0,0
271,1,54,2,36,5,0,0
272,1,74,3,36,5,0,0
273,2,4,4,36,5,0,0
274,105,39,6,36,5,0,0
275,1,32,8,36,5,0,0
276,1,16,0,19,7,0,0
277,1,1,1,19,7,0,0
278,2,54,2,19,7,0,0
279,1,70,2,19,7,0,0
280,1,4,4,19,7,0,0
281,1,67,4,19,7,0,0
282,1,24,6,19,7,0,0
283,23,39,6,19,7,0,0
284,1,75,6,19,7,0,0
285,1,13,0,70,4,2,0
286,1,16,0,70,4,2,0
287,1,7,2,70,4,2,0
288,2,70,2,70,4,2,0
289,2,19,3,70,4,2,0
290,2,4,4,70,4,2,0
291,6,67,4,70,4,2,0
292,8,39,6,70,4,2,0
293,1,27,7,70,4,2,0
294,3,56,0,88,0,1,0
295,2,69,1,88,0,1,0
296,1,6,5,88,0,1,0
297,1,77,0,32,1,1,0
298,1,54,2,32,1,1,0
299,2,4,4,32,1,1,0
300,3,43,4,32,1,1,0
301,12,50,4,32,1,1,0
302,15,39,6,32,1,1,0
303,2,39,6,193,1,3,0
304,1,39,6,156,2,5,0
305,1,0,0,1,0,0,1
306,35,13,0,1,0,0,1
307,69,16,0,1,0,0,1
308,2,36,0,1,0,0,1
309,6,40,0,1,0,0,1
310,8,56,0,1,0,0,1
311,35,77,0,1,0,0,1
312,2,83,0,1,0,0,1
313,18,1,1,1,0,0,1
314,82,5,1,1,0,0,1
315,1,29,1,1,0,0,1
316,117,68,1,1,0,0,1
317,2,69,1,1,0,0,1
318,4,86,1,1,0,0,1
319,3,2,2,1,0,0,1
320,126,7,2,1,0,0,1
321,1,9,2,1,0,0,1
322,1,21,2,1,0,0,1
323,1,23,2,1,0,0,1
324,1,26,2,1,0,0,1
325,1,41,2,1,0,0,1
326,292,54,2,1,0,0,1
327,25,65,2,1,0,0,1
328,35,70,2,1,0,0,1
329,1,81,2,1,0,0,1
330,4,82,2,1,0,0,1
331,37,84,2,1,0,0,1
332,7,3,3,1,0,0,1
333,1,8,3,1,0,0,1
334,8,19,3,1,0,0,1
335,12,30,3,1,0,0,1
336,8,47,3,1,0,0,1
337,1,57,3,1,0,0,1
338,2,71,3,1,0,0,1
339,3,74,3,1,0,0,1
340,1,87,3,1,0,0,1
341,107,4,4,1,0,0,1
342,5,15,4,1,0,0,1
343,1,31,4,1,0,0,1
344,1,43,4,1,0,0,1
345,1,44,4,1,0,0,1
346,2,48,4,1,0,0,1
347,11,50,4,1,0,0,1
348,4,63,4,1,0,0,1
349,3,64,4,1,0,0,1
350,22,67,4,1,0,0,1
351,10,78,4,1,0,0,1
352,4,79,4,1,0,0,1
353,55,88,4,1,0,0,1
354,1,6,5,1,0,0,1
355,2,38,5,1,0,0,1
356,2,46,5,1,0,0,1
357,21,24,6,1,0,0,1
358,1205,39,6,1,0,0,1
359,71,75,6,1,0,0,1
360,1,76,6,1,0,0,1
361,7,27,7,1,0,0,1
362,24,58,7,1,0,0,1
363,11,61,7,1,0,0,1
364,2,32,8,1,0,0,1
365,1,33,8,1,0,0,1
366,1,62,8,1,0,0,1
367,2,72,8,1,0,0,1
368,1,13,0,116,0,0,1
369,1,39,6,116,0,0,1
370,4,13,0,20,0,0,1
371,1,16,0,20,0,0,1
372,3,77,0,20,0,0,1
373,1,1,1,20,0,0,1
374,1,5,1,20,0,0,1
375,2,68,1,20,0,0,1
376,1,7,2,20,0,0,1
377,1,41,2,20,0,0,1
378,8,54,2,20,0,0,1
379,1,65,2,20,0,0,1
380,1,19,3,20,0,0,1
381,1,71,3,20,0,0,1
382,1,4,4,20,0,0,1
383,1,43,4,20,0,0,1
384,1,50,4,20,0,0,1
385,1,67,4,20,0,0,1
386,1,88,4,20,0,0,1
387,47,39,6,20,0,0,1
388,1,75,6,20,0,0,1
389,2,27,7,20,0,0,1
390,2,16,0,37,0,0,1
391,1,20,0,37,0,0,1
392,1,35,0,37,0,0,1
393,1,77,0,37,0,0,1
394,1,5,1,37,0,0,1
395,1,7,2,37,0,0,1
396,2,70,2,37,0,0,1
397,1,18,3,37,0,0,1
398,1,4,4,37,0,0,1
399,1,78,4,37,0,0,1
400,2,88,4,37,0,0,1
401,23,39,6,37,0,0,1
402,2,75,6,37,0,0,1
403,1,16,0,49,0,0,1
404,1,36,0,49,0,0,1
405,4,56,0,49,0,0,1
406,1,5,1,49,0,0,1
407,1,69,1,49,0,0,1
408,1,26,2,49,0,0,1
409,2,54,2,49,0,0,1
410,1,70,2,49,0,0,1
411,2,4,4,49,0,0,1
412,1,15,4,49,0,0,1
413,4,60,4,49,0,0,1
414,1,88,4,49,0,0,1
415,1,46,5,49,0,0,1
416,6,39,6,49,0,0,1
417,2,75,6,49,0,0,1
418,10,37,0,153,0,0,1
419,3,39,6,153,0,0,1
420,1,54,2,177,0,0,1
421,15,39,6,177,0,0,1
422,1,24,6,140,1,0,1
423,2,13,0,115,0,2,1
424,1,56,0,115,0,2,1
425,1,45,2,115,0,2,1
426,1,54,2,115,0,2,1
427,3,39,6,115,0,2,1
428,5,13,0,12,0,1,1
429,10,16,0,12,0,1,1
430,2,36,0,12,0,1,1
431,2,40,0,12,0,1,1
432,1,56,0,12,0,1,1
433,2,77,0,12,0,1,1
434,7,1,1,12,0,1,1
435,19,5,1,12,0,1,1
436,27,68,1,12,0,1,1
437,19,7,2,12,0,1,1
438,32,54,2,12,0,1,1
439,6,65,2,12,0,1,1
440,3,70,2,12,0,1,1
441,1,73,2,12,0,1,1
442,4,84,2,12,0,1,1
443,2,19,3,12,0,1,1
444,6,30,3,12,0,1,1
445,1,47,3,12,0,1,1
446,1,57,3,12,0,1,1
447,1,71,3,12,0,1,1
448,24,4,4,12,0,1,1
449,1,15,4,12,0,1,1
450,2,43,4,12,0,1,1
451,1,48,4,12,0,1,1
452,22,50,4,12,0,1,1
453,2,64,4,12,0,1,1
454,35,67,4,12,0,1,1
455,5,78,4,12,0,1,1
456,36,88,4,12,0,1,1
457,1,38,5,12,0,1,1
458,1,46,5,12,0,1,1
459,4,24,6,12,0,1,1
460,219,39,6,12,0,1,1
461,20,75,6,12,0,1,1
462,1,27,7,12,0,1,1
463,2,58,7,12,0,1,1
464,3,80,8,12,0,1,1
465,1,13,0,43,0,1,1
466,1,5,1,43,0,1,1
467,2,7,2,43,0,1,1
468,1,21,2,43,0,1,1
469,1,54,2,43,0,1,1
470,4,4,4,43,0,1,1
471,2,50,4,43,0,1,1
472,1,64,4,43,0,1,1
473,1,6,5,43,0,1,1
474,2,46,5,43,0,1,1
475,1,24,6,43,0,1,1
476,12,39,6,43,0,1,1
477,1,75,6,43,0,1,1
478,1,72,8,43,0,1,1
479,2,7,2,100,0,1,1
480,1,14,2,100,0,1,1
481,1,32,8,100,0,1,1
482,1,16,0,128,1,1,1
483,3,54,2,128,1,1,1
484,3,39,6,128,1,1,1
485,2,7,2,113,1,1,1
486,5,54,2,113,1,1,1
487,1,84,2,113,1,1,1
488,1,74,3,113,1,1,1
489,1,88,4,113,1,1,1
490,10,39,6,113,1,1,1
491,1,39,6,184,1,1,1
492,1,39,6,234,1,1,1
493,2,39,6,240,1,1,1
494,13,13,0,65,2,1,1
495,1,16,0,65,2,1,1
496,4,28,0,65,2,1,1
497,3,36,0,65,2,1,1
498,1,77,0,65,2,1,1
499,19,5,1,65,2,1,1
500,1,42,2,65,2,1,1
501,84,54,2,65,2,1,1
502,1,22,3,65,2,1,1
503,2,30,3,65,2,1,1
504,2,4,4,65,2,1,1
505,1,43,4,65,2,1,1
506,2,50,4,65,2,1,1
507,19,78,4,65,2,1,1
508,3,88,4,65,2,1,1
509,1,24,6,65,2,1,1
510,29,39,6,65,2,1,1
511,1,58,7,65,2,1,1
512,8,85,7,65,2,1,1
513,1,16,0,108,5,1,1
514,1,68,1,108,5,1,1
515,1,7,2,108,5,1,1
516,2,54,2,108,5,1,1
517,1,84,2,108,5,1,1
518,1,30,3,108,5,1,1
519,2,67,4,108,5,1,1
520,6,39,6,108,5,1,1
521,2,13,0,92,0,3,1
522,1,7,2,92,0,3,1
523,1,54,2,92,0,3,1
524,2,70,2,92,0,3,1
525,1,84,2,92,0,3,1
526,1,19,3,92,0,3,1
527,1,50,4,92,0,3,1
528,1,88,4,92,0,3,1
529,3,24,6,92,0,3,1
530,8,39,6,92,0,3,1
531,4,75,6,92,0,3,1
532,1,4,4,54,1,3,1
533,2,39,6,54,1,3,1
534,1,0,0,8,0,0,3
535,1,77,0,8,0,0,3
536,2,69,1,8,0,0,3
537,1,7,2,8,0,0,3
538,2,54,2,8,0,0,3
539,1,70,2,8,0,0,3
540,1,74,3,8,0,0,3
541,1,67,4,8,0,0,3
542,5,88,4,8,0,0,3
543,3,39,6,8,0,0,3
544,1,75,6,8,0,0,3
545,1,72,8,8,0,0,3
546,1,13,0,105,0,0,3
547,13,68,1,105,0,0,3
548,1,7,2,105,0,0,3
549,8,39,6,105,0,0,3
550,2,16,0,64,0,0,3
551,8,68,1,64,0,0,3
552,1,7,2,64,0,0,3
553,2,54,2,64,0,0,3
554,1,70,2,64,0,0,3
555,1,19,3,64,0,0,3
556,5,4,4,64,0,0,3
557,3,88,4,64,0,0,3
558,24,39,6,64,0,0,3
559,3,7,2,96,0,0,3
560,1,70,2,96,0,0,3
561,1,84,2,96,0,0,3
562,1,19,3,96,0,0,3
563,2,47,3,96,0,0,3
564,1,88,4,96,0,0,3
565,14,39,6,96,0,0,3
566,1,58,7,96,0,0,3
567,2,54,2,50,0,0,3
568,2,4,4,50,0,0,3
569,7,39,6,50,0,0,3
570,2,72,8,50,0,0,3
571,33,30,3,67,0,0,3
572,3,4,4,67,0,0,3
573,1,88,4,67,0,0,3
574,11,39,6,67,0,0,3
575,3,75,6,67,0,0,3
576,1,58,7,67,0,0,3
577,2,39,6,221,0,0,3
578,1,75,6,221,0,0,3
579,3,39,6,248,0,0,3
580,2,0,0,7,1,0,3
581,1,7,2,7,1,0,3
582,1,30,3,7,1,0,3
583,1,4,4,7,1,0,3
584,4,67,4,7,1,0,3
585,3,39,6,7,1,0,3
586,1,13,0,119,1,0,3
587,1,77,0,119,1,0,3
588,1,83,0,119,1,0,3
589,1,50,4,119,1,0,3
590,1,24,6,119,1,0,3
591,31,39,6,119,1,0,3
592,1,58,7,119,1,0,3
593,2,13,0,120,1,0,3
594,1,13,0,52,1,0,3
595,1,16,0,52,1,0,3
596,1,7,2,52,1,0,3
597,2,54,2,52,1,0,3
598,1,4,4,52,1,0,3
599,1,88,4,52,1,0,3
600,1,17,6,52,1,0,3
601,7,24,6,52,1,0,3
602,13,39,6,52,1,0,3
603,4,75,6,52,1,0,3
604,1,16,0,134,1,0,3
605,1,70,2,134,1,0,3
606,1,16,0,73,1,0,3
607,1,7,2,73,1,0,3
608,2,70,2,73,1,0,3
609,2,4,4,73,1,0,3
610,1,88,4,73,1,0,3
611,2,24,6,73,1,0,3
612,24,39,6,73,1,0,3
613,2,75,6,73,1,0,3
614,1,37,0,60,1,0,3
615,2,7,2,60,1,0,3
616,5,70,2,60,1,0,3
617,1,4,4,60,1,0,3
618,10,39,6,60,1,0,3
619,2,75,6,60,1,0,3
620,1,51,0,53,1,0,3
621,1,7,2,53,1,0,3
622,2,54,2,53,1,0,3
623,1,30,3,53,1,0,3
624,11,4,4,53,1,0,3
625,6,88,4,53,1,0,3
626,33,39,6,53,1,0,3
627,1,75,6,53,1,0,3
628,2,1,1,13,1,0,3
629,1,5,1,85,1,0,3
630,1,5,1,86,1,0,3
631,1,7,2,62,1,0,3
632,1,59,2,62,1,0,3
633,1,4,4,62,1,0,3
634,2,15,4,62,1,0,3
635,1,88,4,62,1,0,3
636,13,39,6,62,1,0,3
637,1,7,2,107,1,0,3
638,4,54,2,107,1,0,3
639,1,67,4,107,1,0,3
640,1,88,4,107,1,0,3
641,10,39,6,107,1,0,3
642,4,7,2,110,1,0,3
643,4,39,6,110,1,0,3
644,1,54,2,207,1,0,3
645,4,39,6,207,1,0,3
646,1,75,6,207,1,0,3
647,1,54,2,250,1,0,3
648,3,54,2,223,1,0,3
649,1,81,2,223,1,0,3
650,9,39,6,223,1,0,3
651,2,54,2,72,1,0,3
652,1,4,4,72,1,0,3
653,2,39,6,72,1,0,3
654,1,30,3,149,1,0,3
655,1,39,6,149,1,0,3
656,1,67,4,204,1,0,3
657,1,39,6,204,1,0,3
658,1,67,4,222,1,0,3
659,1,88,4,222,1,0,3
660,78,39,6,222,1,0,3
661,1,67,4,258,1,0,3
662,1,88,4,233,1,0,3
663,4,39,6,233,1,0,3
664,1,75,6,233,1,0,3
665,1,88,4,237,1,0,3
666,1,39,6,237,1,0,3
667,1,24,6,141,1,0,3
668,1,39,6,141,1,0,3
669,1,39,6,197,1,0,3
670,5,39,6,201,1,0,3
671,1,39,6,213,1,0,3
672,2,39,6,214,1,0,3
673,1,39,6,216,1,0,3
674,2,39,6,231,1,0,3
675,1,39,6,239,1,0,3
676,1,39,6,243,1,0,3
677,1,27,7,142,1,0,3
678,1,30,3,146,1,2,3
679,1,4,4,59,1,2,3
680,4,24,6,59,1,2,3
681,2,39,6,59,1,2,3
682,1,39,6,209,1,2,3
683,2,39,6,232,1,2,3
684,6,16,0,131,6,2,3
685,1,16,0,132,6,2,3
686,1,77,0,206,0,1,3
687,1,50,4,206,0,1,3
688,2,39,6,206,0,1,3
689,1,66,7,206,0,1,3
690,17,39,6,227,0,1,3
691,2,16,0,133,1,1,3
692,1,39,6,133,1,1,3
693,1,1,1,17,1,1,3
694,1,41,2,17,1,1,3
695,2,39,6,17,1,1,3
696,1,75,6,17,1,1,3
697,1,7,2,75,1,1,3
698,1,54,2,75,1,1,3
699,1,70,2,75,1,1,3
700,2,4,4,75,1,1,3
701,10,39,6,75,1,1,3
702,2,75,6,75,1,1,3
703,41,54,2,251,1,3,3
704,5,54,2,212,1,4,3
705,10,39,6,212,1,4,3
706,1,13,0,55,0,0,5
707,1,56,0,55,0,0,5
708,2,77,0,55,0,0,5
709,1,11,1,55,0,0,5
710,2,69,1,55,0,0,5
711,1,7,2,55,0,0,5
712,1,65,2,55,0,0,5
713,3,70,2,55,0,0,5
714,2,4,4,55,0,0,5
715,17,39,6,55,0,0,5
716,6,75,6,55,0,0,5
717,1,5,1,46,0,0,5
718,1,7,2,46,0,0,5
719,2,4,4,46,0,0,5
720,1,7,2,68,0,0,5
721,1,4,4,68,0,0,5
722,1,67,4,68,0,0,5
723,1,39,6,68,0,0,5
724,1,84,2,39,0,0,5
725,1,4,4,39,0,0,5
726,8,39,6,39,0,0,5
727,1,75,6,39,0,0,5
728,1,5,1,82,1,0,5
729,2,50,4,82,1,0,5
730,1,39,6,82,1,0,5
731,1,7,2,95,0,1,5
732,42,13,0,18,3,1,5
733,43,16,0,18,3,1,5
734,1,36,0,18,3,1,5
735,1,40,0,18,3,1,5
736,1,51,0,18,3,1,5
737,2,56,0,18,3,1,5
738,1,77,0,18,3,1,5
739,3,1,1,18,3,1,5
740,5,5,1,18,3,1,5
741,1,2,2,18,3,1,5
742,14,7,2,18,3,1,5
743,1,21,2,18,3,1,5
744,85,54,2,18,3,1,5
745,18,59,2,18,3,1,5
746,1,70,2,18,3,1,5
747,1,84,2,18,3,1,5
748,2,19,3,18,3,1,5
749,10,30,3,18,3,1,5
750,2,71,3,18,3,1,5
751,12,4,4,18,3,1,5
752,5,15,4,18,3,1,5
753,1,43,4,18,3,1,5
754,2,67,4,18,3,1,5
755,3,78,4,18,3,1,5
756,1,88,4,18,3,1,5
757,9,6,5,18,3,1,5
758,1,46,5,18,3,1,5
759,123,39,6,18,3,1,5
760,2,75,6,18,3,1,5
761,1,34,8,18,3,1,5
762,1,72,8,18,3,1,5
763,1,67,4,257,0,5,5
764,1,88,4,257,0,5,5
765,1,25,3,125,2,5,5
766,1,15,4,125,2,5,5
767,4,39,6,125,2,5,5
768,1,69,1,111,1,0,4
769,1,86,1,111,1,0,4
770,43,7,2,111,1,0,4
771,3,39,6,111,1,0,4
772,1,75,6,111,1,0,4
773,2,54,2,224,1,0,4
774,119,39,6,224,1,0,4
775,1,5,1,24,2,0,4
776,2,2,2,24,2,0,4
777,1,54,2,24,2,0,4
778,1,19,3,24,2,0,4
779,1,78,4,24,2,0,4
780,1,88,4,24,2,0,4
781,4,39,6,24,2,0,4
782,1,75,6,24,2,0,4
783,1,27,7,24,2,0,4
784,1,7,2,101,2,0,4
785,1,26,2,58,8,0,4
786,1,4,4,58,8,0,4
787,1,88,4,58,8,0,4
788,4,39,6,58,8,0,4
789,1,39,6,202,1,2,4
790,1,13,0,102,0,1,4
791,1,7,2,102,0,1,4
792,1,54,2,102,0,1,4
793,12,39,6,102,0,1,4
794,1,85,7,102,0,1,4
795,8,69,1,259,1,1,4
796,1,0,0,5,1,1,2
797,3,13,0,5,1,1,2
798,1,16,0,5,1,1,2
799,1,28,0,5,1,1,2
800,2,56,0,5,1,1,2
801,1,77,0,5,1,1,2
802,6,1,1,5,1,1,2
803,23,5,1,5,1,1,2
804,1,68,1,5,1,1,2
805,9,7,2,5,1,1,2
806,14,54,2,5,1,1,2
807,1,55,2,5,1,1,2
808,2,70,2,5,1,1,2
809,3,12,3,5,1,1,2
810,1,19,3,5,1,1,2
811,7,4,4,5,1,1,2
812,1,50,4,5,1,1,2
813,2,67,4,5,1,1,2
814,1,79,4,5,1,1,2
815,20,88,4,5,1,1,2
816,1,24,6,5,1,1,2
817,113,39,6,5,1,1,2
818,3,75,6,5,1,1,2
819,2,27,7,5,1,1,2
820,1,61,7,5,1,1,2
821,1,13,0,51,1,4,2
822,2,16,0,51,1,4,2
823,2,7,2,51,1,4,2
824,1,21,2,51,1,4,2
825,9,54,2,51,1,4,2
826,1,4,4,51,1,4,2
827,16,39,6,51,1,4,2
